season,playerId,fullName,team_number_of_matches,matches_played,dob,reference_date,age_at_start_of_year,availability_perc,availability_adjusted
2016,500907,Ryan Matterson,24,15,1994-10-13,2016-01-01,21,0.625,0.6197916666666666
2016,500013,Boyd Cordner,24,12,1992-06-09,2016-01-01,23,0.5,0.5
2016,500576,Michael Chee Kam,24,5,1992-02-26,2016-01-01,23,0.20833333333333334,0.22048611111111113
2016,500007,Mitchell Pearce,24,12,1989-04-07,2016-01-01,26,0.5,0.5
2016,500008,Jared Waerea-Hargreaves,24,14,1989-01-20,2016-01-01,26,0.5833333333333334,0.5798611111111112
2016,500140,Shaun Lane,24,1,1994-11-29,2016-01-01,21,0.041666666666666664,0.06076388888888889
2016,500453,Jacob Host,24,10,1996-09-30,2016-01-01,19,0.4166666666666667,0.4201388888888889
2016,500149,Jai Arrow,26,12,1995-07-12,2016-01-01,20,0.46153846153846156,0.4630177514792899
2016,503528,Jaydn Su'a,26,4,1997-10-23,2016-01-01,18,0.15384615384615385,0.1671597633136095
2016,500438,Tevita Pangai Junior,26,15,1996-02-04,2016-01-01,19,0.5769230769230769,0.57396449704142
2016,500826,Jahrome Hughes,27,1,1994-10-08,2016-01-01,21,0.037037037037037035,0.054183813443072694
2016,500405,Coen Hess,27,8,1996-08-14,2016-01-01,19,0.2962962962962963,0.30384087791495196
2016,503600,Reimis Smith,25,1,1997-05-13,2016-01-01,18,0.04,0.0584
2016,504120,Nathan Cleary,26,15,1997-11-14,2016-01-01,18,0.5769230769230769,0.57396449704142
2016,504175,Siosifa Talakai,24,3,1997-04-18,2016-01-01,18,0.125,0.140625
2016,501267,Mitchell Barnett,24,9,1994-04-15,2016-01-01,21,0.375,0.3802083333333333
2016,501461,Moses Leota,26,5,1995-07-20,2016-01-01,20,0.19230769230769232,0.20414201183431954
2016,500928,Ken Maumalo,24,10,1994-07-16,2016-01-01,21,0.4166666666666667,0.4201388888888889
2016,502571,Joseph Manu,24,3,1996-06-29,2016-01-01,19,0.125,0.140625
2016,500633,Brett Morris,25,11,1986-08-23,2016-01-01,29,0.44,0.4424
2016,501744,Bunty Afoa,24,4,1996-08-20,2016-01-01,19,0.16666666666666666,0.18055555555555555
2016,502409,Karl Lawton,25,1,1995-11-29,2016-01-01,20,0.04,0.0584
2016,503449,Jacob Liddle,24,1,1996-10-27,2016-01-01,19,0.041666666666666664,0.06076388888888889
2016,503340,Dylan Edwards,26,1,1996-01-10,2016-01-01,19,0.038461538461538464,0.05621301775147929
2016,500992,Kurt Capewell,27,4,1993-07-12,2016-01-01,22,0.14814814814814814,0.16117969821673522
2016,504226,Brad Parker,24,4,1997-02-19,2016-01-01,18,0.16666666666666666,0.18055555555555555
2016,503240,Angus Crichton,24,8,1996-02-05,2016-01-01,19,0.3333333333333333,0.34027777777777773
2016,500459,Luciano Leilua,24,5,1996-06-08,2016-01-01,19,0.20833333333333334,0.22048611111111113
2016,503639,Nat Butcher,24,1,1997-07-25,2016-01-01,18,0.041666666666666664,0.06076388888888889
2016,504870,Kalyn Ponga,27,2,1998-03-30,2016-01-01,17,0.07407407407407407,0.08984910836762687
2017,500616,Gerard Beale,25,21,1990-07-18,2017-01-01,26,0.84,0.8264
2017,500790,Sosaia Feki,25,24,1991-05-09,2017-01-01,25,0.96,0.9416
2017,500617,Jack Bird,25,17,1995-03-20,2017-01-01,21,0.68,0.6728000000000001
2017,500801,Ricky Leutele,25,25,1990-04-10,2017-01-01,26,1,0.98
2017,500322,Edrick Lee,25,5,1992-09-18,2017-01-01,24,0.2,0.21200000000000002
2017,500006,James Maloney,25,20,1986-06-15,2017-01-01,30,0.8,0.7880000000000001
2017,501183,Chad Townsend,25,25,1991-01-10,2017-01-01,25,1,0.98
2017,500791,Andrew Fifita,25,23,1989-06-28,2017-01-01,27,0.92,0.9032000000000001
2017,502016,Jayden Brailey,25,19,1996-04-09,2017-01-01,20,0.76,0.7496
2017,500806,Matt Prior,25,24,1987-05-24,2017-01-01,29,0.96,0.9416
2017,500798,Wade Graham,25,22,1990-10-25,2017-01-01,26,0.88,0.8648
2017,500794,Paul Gallen,25,25,1981-08-14,2017-01-01,35,1,0.98
2017,500977,Jayson Bukuya,25,23,1989-04-21,2017-01-01,27,0.92,0.9032000000000001
2017,500799,Chris Heighington,25,22,1982-01-14,2017-01-01,34,0.88,0.8648
2017,500040,Darius Boyd,27,20,1987-07-17,2017-01-01,29,0.7407407407407407,0.7318244170096022
2017,500266,Corey Oates,27,21,1994-10-20,2017-01-01,22,0.7777777777777778,0.7674897119341564
2017,500517,James Roberts,27,26,1993-03-03,2017-01-01,23,0.9629629629629629,0.9458161865569272
2017,500258,Jordan Kahu,27,25,1991-01-28,2017-01-01,25,0.9259259259259259,0.9101508916323731
2017,500326,Anthony Milford,27,23,1994-07-11,2017-01-01,22,0.8518518518518519,0.8388203017832647
2017,500257,Ben Hunt,27,21,1990-03-27,2017-01-01,26,0.7777777777777778,0.7674897119341564
2017,500384,Korbin Sims,27,22,1992-01-02,2017-01-01,24,0.8148148148148148,0.8031550068587104
2017,500261,Andrew McCullough,27,18,1990-01-30,2017-01-01,26,0.6666666666666666,0.6604938271604938
2017,500645,Adam Blair,27,27,1986-03-20,2017-01-01,30,1,0.9814814814814815
2017,500273,Sam Thaiday,27,26,1985-06-12,2017-01-01,31,0.9629629629629629,0.9458161865569272
2017,500249,Matt Gillett,27,25,1988-08-12,2017-01-01,28,0.9259259259259259,0.9101508916323731
2017,500262,Josh McGuire,27,25,1990-03-02,2017-01-01,26,0.9259259259259259,0.9101508916323731
2017,500250,Alex Glenn,27,27,1988-07-31,2017-01-01,28,1,0.9814814814814815
2017,500438,Tevita Pangai Junior,27,18,1996-02-04,2017-01-01,20,0.6666666666666666,0.6604938271604938
2017,500129,Herman Ese'ese,27,22,1994-09-07,2017-01-01,22,0.8148148148148148,0.8031550068587104
2017,500149,Jai Arrow,27,12,1995-07-12,2017-01-01,21,0.4444444444444444,0.4465020576131687
2017,500672,Will Hopoate,24,18,1992-05-09,2017-01-01,24,0.75,0.7395833333333334
2017,500633,Brett Morris,24,18,1986-08-23,2017-01-01,30,0.75,0.7395833333333334
2017,500232,Josh Morris,24,24,1986-08-23,2017-01-01,30,1,0.9791666666666666
2017,500237,Josh Reynolds,24,17,1989-04-13,2017-01-01,27,0.7083333333333334,0.6996527777777778
2017,500243,Moses Mbye,24,23,1993-08-13,2017-01-01,23,0.9583333333333334,0.9392361111111112
2017,500241,Aiden Tolman,24,24,1988-11-10,2017-01-01,28,1,0.9791666666666666
2017,500803,Michael Lichaa,24,22,1993-07-18,2017-01-01,23,0.9166666666666666,0.8993055555555555
2017,500223,James Graham,24,20,1985-09-10,2017-01-01,31,0.8333333333333334,0.8194444444444445
2017,500226,Josh Jackson,24,22,1991-01-08,2017-01-01,25,0.9166666666666666,0.8993055555555555
2017,500228,David Klemmer,24,21,1993-12-22,2017-01-01,23,0.875,0.859375
2017,500128,Adam Elliott,24,24,1994-10-16,2017-01-01,22,1,0.9791666666666666
2017,500916,Raymond Faitala-Mariner,24,16,1993-07-26,2017-01-01,23,0.6666666666666666,0.6597222222222222
2017,502107,Suliasi Vunivalu,27,26,1995-11-27,2017-01-01,21,0.9629629629629629,0.9458161865569272
2017,500586,Will Chambers,27,23,1988-05-26,2017-01-01,28,0.8518518518518519,0.8388203017832647
2017,501351,Josh Addo-Carr,27,27,1995-07-28,2017-01-01,21,1,0.9814814814814815
2017,501459,Cameron Munster,27,21,1994-09-13,2017-01-01,22,0.7777777777777778,0.7674897119341564
2017,500587,Cooper Cronk,27,22,1983-12-05,2017-01-01,33,0.8148148148148148,0.8031550068587104
2017,500584,Jesse Bromwich,27,23,1989-05-03,2017-01-01,27,0.8518518518518519,0.8388203017832647
2017,500609,Cameron Smith,27,23,1983-06-18,2017-01-01,33,0.8518518518518519,0.8388203017832647
2017,500602,Jordan McLean,27,20,1991-10-08,2017-01-01,25,0.7407407407407407,0.7318244170096022
2017,500598,Felise Kaufusi,27,27,1992-05-19,2017-01-01,24,1,0.9814814814814815
2017,500585,Kenneath Bromwich,27,26,1991-09-22,2017-01-01,25,0.9629629629629629,0.9458161865569272
2017,500222,Dale Finucane,27,26,1991-09-07,2017-01-01,25,0.9629629629629629,0.9458161865569272
2017,500786,Christian Welch,27,8,1994-07-19,2017-01-01,22,0.2962962962962963,0.30384087791495196
2017,500591,Tim Glasby,27,23,1989-04-27,2017-01-01,27,0.8518518518518519,0.8388203017832647
2017,501281,Nelson Asofa-Solomona,27,26,1996-02-29,2017-01-01,20,0.9629629629629629,0.9458161865569272
2017,500108,Alex Johnston,24,22,1995-01-14,2017-01-01,21,0.9166666666666666,0.8993055555555555
2017,500597,Hymel Hunt,24,12,1993-11-14,2017-01-01,23,0.5,0.5
2017,504175,Siosifa Talakai,24,8,1997-04-18,2017-01-01,19,0.3333333333333333,0.34027777777777773
2017,500611,Cody Walker,24,24,1990-01-10,2017-01-01,26,1,0.9791666666666666
2017,500649,Robbie Farah,24,24,1984-01-23,2017-01-01,32,1,0.9791666666666666
2017,500085,John Sutton,24,24,1984-11-05,2017-01-01,32,1,0.9791666666666666
2017,500092,Sam Burgess,24,21,1988-12-14,2017-01-01,28,0.875,0.859375
2017,501600,Damien Cook,24,23,1991-06-23,2017-01-01,25,0.9583333333333334,0.9392361111111112
2017,500087,Thomas Burgess,24,22,1992-04-21,2017-01-01,24,0.9166666666666666,0.8993055555555555
2017,500663,James Tedesco,24,21,1993-01-08,2017-01-01,23,0.875,0.859375
2017,500658,David Nofoaluma,24,24,1993-11-28,2017-01-01,23,1,0.9791666666666666
2017,500041,Kevin Naiqama,24,23,1989-02-04,2017-01-01,27,0.9583333333333334,0.9392361111111112
2017,500646,Luke Brooks,24,17,1994-12-21,2017-01-01,22,0.7083333333333334,0.6996527777777778
2017,500665,Aaron Woods,24,22,1991-03-13,2017-01-01,25,0.9166666666666666,0.8993055555555555
2017,500659,Ava Seumanufagai,24,18,1991-06-04,2017-01-01,25,0.75,0.7395833333333334
2017,500662,Sauaso Sue,24,22,1992-04-20,2017-01-01,24,0.9166666666666666,0.8993055555555555
2017,500654,Chris Lawrence,24,14,1988-10-19,2017-01-01,28,0.5833333333333334,0.5798611111111112
2017,500970,Elijah Taylor,24,21,1990-02-27,2017-01-01,26,0.875,0.859375
2017,500882,Josh Aloiai,24,15,1995-11-11,2017-01-01,21,0.625,0.6197916666666666
2017,500576,Michael Chee Kam,24,22,1992-02-26,2017-01-01,24,0.9166666666666666,0.8993055555555555
2017,504101,Mosese Suli,24,16,1998-06-09,2017-01-01,18,0.6666666666666666,0.6597222222222222
2017,500621,Josh Dugan,24,17,1990-05-10,2017-01-01,26,0.7083333333333334,0.6996527777777778
2017,500441,Euan Aitken,24,12,1995-06-16,2017-01-01,21,0.5,0.5
2017,500229,Tim Lafai,24,24,1991-05-27,2017-01-01,25,1,0.9791666666666666
2017,500634,Jason Nightingale,24,24,1986-09-20,2017-01-01,30,1,0.9791666666666666
2017,500641,Gareth Widdop,24,21,1989-03-12,2017-01-01,27,0.875,0.859375
2017,500180,Cameron McInnes,24,24,1994-02-01,2017-01-01,22,1,0.9791666666666666
2017,500337,Paul Vaughan,24,23,1991-04-23,2017-01-01,25,0.9583333333333334,0.9392361111111112
2017,500622,Tyson Frizell,24,22,1991-10-09,2017-01-01,25,0.9166666666666666,0.8993055555555555
2017,500640,Joel Thompson,24,23,1988-08-24,2017-01-01,28,0.9583333333333334,0.9392361111111112
2017,500619,Jack De Belin,24,23,1991-03-17,2017-01-01,25,0.9583333333333334,0.9392361111111112
2017,500298,Tariq Sims,24,24,1990-02-09,2017-01-01,26,1,0.9791666666666666
2017,500614,Leeson Ah Mau,24,24,1989-12-20,2017-01-01,27,1,0.9791666666666666
2017,500453,Jacob Host,24,11,1996-09-30,2017-01-01,20,0.4583333333333333,0.4600694444444444
2017,500356,Matt Moylan,26,18,1991-06-16,2017-01-01,25,0.6923076923076923,0.6849112426035503
2017,500368,Dean Whare,26,18,1990-01-22,2017-01-01,26,0.6923076923076923,0.6849112426035503
2017,500496,Waqa Blake,26,23,1994-10-26,2017-01-01,22,0.8846153846153846,0.8698224852071005
2017,501184,Tyrone Peachey,26,25,1991-08-08,2017-01-01,25,0.9615384615384616,0.9437869822485208
2017,500579,Peta Hiku,26,9,1992-12-04,2017-01-01,24,0.34615384615384615,0.35207100591715973
2017,504120,Nathan Cleary,26,26,1997-11-14,2017-01-01,19,1,0.9807692307692307
2017,500299,James Tamou,26,26,1988-12-13,2017-01-01,28,1,0.9807692307692307
2017,500498,Reagan Campbell-Gillard,26,26,1993-07-27,2017-01-01,23,1,0.9807692307692307
2017,500499,Bryce Cartwright,26,14,1994-11-15,2017-01-01,22,0.5384615384615384,0.5369822485207101
2017,500534,Isaah Yeo,26,25,1994-11-06,2017-01-01,22,0.9615384615384616,0.9437869822485208
2017,500632,Trent Merrin,26,22,1989-10-07,2017-01-01,27,0.8461538461538461,0.8328402366863905
2017,502580,James Fisher-Harris,26,15,1996-01-05,2017-01-01,20,0.5769230769230769,0.57396449704142
2017,501461,Moses Leota,26,10,1995-07-20,2017-01-01,21,0.38461538461538464,0.38905325443786987
2017,500282,Kyle Feldt,28,28,1992-02-09,2017-01-01,24,1,0.9821428571428571
2017,500605,Justin O'Neill,28,20,1991-04-04,2017-01-01,25,0.7142857142857143,0.7066326530612245
2017,500288,Kane Linnett,28,28,1989-01-11,2017-01-01,27,1,0.9821428571428571
2017,500292,Michael Morgan,28,27,1991-12-27,2017-01-01,25,0.9642857142857143,0.9477040816326531
2017,500304,Johnathan Thurston,28,7,1983-04-25,2017-01-01,33,0.25,0.25892857142857145
2017,500296,Matthew Scott,28,2,1985-07-30,2017-01-01,31,0.07142857142857142,0.08673469387755102
2017,500251,Jake Granville,28,24,1989-02-07,2017-01-01,27,0.8571428571428571,0.8443877551020408
2017,500278,Scott Bolton,28,28,1987-05-09,2017-01-01,29,1,0.9821428571428571
2017,500280,Gavin Cooper,28,25,1985-08-19,2017-01-01,31,0.8928571428571429,0.8788265306122449
2017,500289,Ethan Lowe,28,28,1991-03-20,2017-01-01,25,1,0.9821428571428571
2017,500301,Jason Taumalolo,28,26,1993-05-31,2017-01-01,23,0.9285714285714286,0.913265306122449
2017,500593,Ben Hampton,28,26,1992-02-29,2017-01-01,24,0.9285714285714286,0.913265306122449
2017,500277,John Asiata,28,28,1993-04-19,2017-01-01,23,1,0.9821428571428571
2017,500405,Coen Hess,28,27,1996-08-14,2017-01-01,20,0.9642857142857143,0.9477040816326531
2017,504134,Nick Cotric,24,24,1998-11-18,2017-01-01,18,1,0.9791666666666666
2017,502134,Elliott Whitehead,24,23,1989-09-04,2017-01-01,27,0.9583333333333334,0.9392361111111112
2017,500042,Joseph Leilua,24,24,1991-12-12,2017-01-01,25,1,0.9791666666666666
2017,500330,Jordan Rapana,24,23,1989-08-15,2017-01-01,27,0.9583333333333334,0.9392361111111112
2017,501375,Blake Austin,24,24,1991-02-01,2017-01-01,25,1,0.9791666666666666
2017,500068,Aidan Sezer,24,24,1991-06-24,2017-01-01,25,1,0.9791666666666666
2017,502181,Josh Hodgson,24,23,1989-10-31,2017-01-01,27,0.9583333333333334,0.9392361111111112
2017,500309,Shannon Boyd,24,23,1992-09-09,2017-01-01,24,0.9583333333333334,0.9392361111111112
2017,500973,Josh Papalii,24,20,1992-05-13,2017-01-01,24,0.8333333333333334,0.8194444444444445
2017,502331,Iosia Soliola,24,19,1986-08-04,2017-01-01,30,0.7916666666666666,0.7795138888888888
2017,500957,Dunamis Lui,24,8,1990-02-16,2017-01-01,26,0.3333333333333333,0.34027777777777773
2017,500555,Joseph Tapine,24,22,1994-05-04,2017-01-01,22,0.9166666666666666,0.8993055555555555
2017,500067,Anthony Don,24,20,1987-09-21,2017-01-01,29,0.8333333333333334,0.8194444444444445
2017,500272,Ashley Taylor,24,24,1995-03-17,2017-01-01,21,1,0.9791666666666666
2017,500275,Jarrod Wallace,24,21,1991-07-23,2017-01-01,25,0.875,0.859375
2017,500046,Tyrone Roberts,24,20,1991-06-01,2017-01-01,25,0.8333333333333334,0.8194444444444445
2017,500072,Ryan James,24,22,1991-07-20,2017-01-01,25,0.9166666666666666,0.8993055555555555
2017,500606,Kevin Proctor,24,16,1989-02-28,2017-01-01,27,0.6666666666666666,0.6597222222222222
2017,502409,Karl Lawton,24,11,1995-11-29,2017-01-01,21,0.4583333333333333,0.4600694444444444
2017,501393,Agnatius Paasi,24,11,1991-11-30,2017-01-01,25,0.4583333333333333,0.4600694444444444
2017,500797,Michael Gordon,26,22,1983-10-24,2017-01-01,33,0.8461538461538461,0.8328402366863905
2017,500002,Daniel Tupou,26,21,1991-06-17,2017-01-01,25,0.8076923076923077,0.7958579881656805
2017,502502,Latrell Mitchell,26,23,1997-06-16,2017-01-01,19,0.8846153846153846,0.8698224852071005
2017,501569,Blake Ferguson,26,22,1990-03-20,2017-01-01,26,0.8461538461538461,0.8328402366863905
2017,500093,Luke Keary,26,26,1992-02-03,2017-01-01,24,1,0.9807692307692307
2017,500007,Mitchell Pearce,26,23,1989-04-07,2017-01-01,27,0.8846153846153846,0.8698224852071005
2017,500008,Jared Waerea-Hargreaves,26,26,1989-01-20,2017-01-01,27,1,0.9807692307692307
2017,500009,Jake Friend,26,22,1990-02-01,2017-01-01,26,0.8461538461538461,0.8328402366863905
2017,500039,Dylan Napa,26,21,1992-11-13,2017-01-01,24,0.8076923076923077,0.7958579881656805
2017,500013,Boyd Cordner,26,18,1992-06-09,2017-01-01,24,0.6923076923076923,0.6849112426035503
2017,500016,Mitchell Aubusson,26,25,1987-10-01,2017-01-01,29,0.9615384615384616,0.9437869822485208
2017,500011,Aidan Guerra,26,24,1988-02-25,2017-01-01,28,0.9230769230769231,0.9068047337278107
2017,500038,Isaac Liu,26,22,1991-04-26,2017-01-01,25,0.8461538461538461,0.8328402366863905
2017,500118,Kane Evans,26,16,1992-01-09,2017-01-01,24,0.6153846153846154,0.6109467455621302
2017,500907,Ryan Matterson,26,23,1994-10-13,2017-01-01,22,0.8846153846153846,0.8698224852071005
2017,503327,Connor Watson,26,24,1996-05-31,2017-01-01,20,0.9230769230769231,0.9068047337278107
2017,500005,Roger Tuivasa-Sheck,24,23,1993-06-05,2017-01-01,23,0.9583333333333334,0.9392361111111112
2017,500919,David Fusitu'a,24,24,1994-10-16,2017-01-01,22,1,0.9791666666666666
2017,500928,Ken Maumalo,24,23,1994-07-16,2017-01-01,22,0.9583333333333334,0.9392361111111112
2017,500705,Shaun Johnson,24,18,1990-09-09,2017-01-01,26,0.75,0.7395833333333334
2017,500088,Issac Luke,24,23,1987-05-29,2017-01-01,29,0.9583333333333334,0.9392361111111112
2017,501744,Bunty Afoa,24,17,1996-08-20,2017-01-01,20,0.7083333333333334,0.6996527777777778
2017,500596,Ryan Hoffman,24,19,1984-01-26,2017-01-01,32,0.7916666666666666,0.7795138888888888
2017,500712,Simon Mannering,24,22,1986-08-28,2017-01-01,30,0.9166666666666666,0.8993055555555555
2017,500708,Jacob Lillyman,24,21,1984-03-07,2017-01-01,32,0.875,0.859375
2017,500926,Sam Lisone,24,23,1994-02-19,2017-01-01,22,0.9583333333333334,0.9392361111111112
2017,505976,Isaiah Papali'i,24,5,1998-09-20,2017-01-01,18,0.20833333333333334,0.22048611111111113
2017,500043,Dane Gagai,24,23,1991-01-03,2017-01-01,25,0.9583333333333334,0.9392361111111112
2017,500224,Trent Hodkinson,24,17,1988-08-31,2017-01-01,28,0.7083333333333334,0.6996527777777778
2017,503571,Daniel Saifiti,24,23,1996-05-01,2017-01-01,20,0.9583333333333334,0.9392361111111112
2017,500567,Danny Levi,24,24,1995-12-05,2017-01-01,21,1,0.9791666666666666
2017,500571,Sione Mata'utia,24,22,1996-06-25,2017-01-01,20,0.9166666666666666,0.8993055555555555
2017,501267,Mitchell Barnett,24,22,1994-04-15,2017-01-01,22,0.9166666666666666,0.8993055555555555
2017,503523,Jacob Saifiti,24,21,1996-05-01,2017-01-01,20,0.875,0.859375
2017,501505,Tom Trbojevic,25,23,1996-10-02,2017-01-01,20,0.92,0.9032000000000001
2017,500019,Jorge Taufua,25,12,1991-10-23,2017-01-01,25,0.48,0.4808
2017,500083,Dylan Walker,25,25,1994-09-27,2017-01-01,22,1,0.98
2017,500872,Brian Kelly,25,23,1996-05-20,2017-01-01,20,0.92,0.9032000000000001
2017,502209,Blake Green,25,24,1986-09-18,2017-01-01,30,0.96,0.9416
2017,500024,Daly Cherry-Evans,25,25,1989-02-20,2017-01-01,27,1,0.98
2017,500109,Apisai Koroisau,25,24,1992-11-07,2017-01-01,24,0.96,0.9416
2017,500960,Martin Taupau,25,22,1990-02-03,2017-01-01,26,0.88,0.8648
2017,500661,Curtis Sironen,25,16,1993-07-31,2017-01-01,23,0.64,0.6344
2017,500751,Jake Trbojevic,25,24,1994-02-18,2017-01-01,22,0.96,0.9416
2017,500449,Addin Fonua-Blake,25,22,1995-11-06,2017-01-01,21,0.88,0.8648
2017,500003,Michael Jennings,26,23,1988-04-20,2017-01-01,28,0.8846153846153846,0.8698224852071005
2017,500065,Brad Takairangi,26,23,1989-06-14,2017-01-01,27,0.8846153846153846,0.8698224852071005
2017,500256,Josh Hoffman,26,13,1988-03-10,2017-01-01,28,0.5,0.5
2017,500729,Clinton Gutherson,26,18,1994-09-09,2017-01-01,22,0.6923076923076923,0.6849112426035503
2017,500684,Corey Norman,26,22,1991-02-03,2017-01-01,25,0.8461538461538461,0.8328402366863905
2017,500679,Tim Mannah,26,25,1988-02-15,2017-01-01,28,0.9615384615384616,0.9437869822485208
2017,500680,Manu Ma'u,26,24,1988-08-24,2017-01-01,28,0.9230769230769231,0.9068047337278107
2017,500908,Tepai Moeroa,26,21,1995-10-02,2017-01-01,21,0.8076923076923077,0.7958579881656805
2017,500647,Nathan Brown,26,25,1993-03-01,2017-01-01,23,0.9615384615384616,0.9437869822485208
2017,501335,Daniel Alvaro,26,25,1993-05-28,2017-01-01,23,0.9615384615384616,0.9437869822485208
2017,501595,Joe Stimson,27,15,1995-12-02,2017-01-01,21,0.5555555555555556,0.5534979423868313
2017,500305,Antonio Winterstein,28,19,1988-05-30,2017-01-01,28,0.6785714285714286,0.6721938775510204
2017,503240,Angus Crichton,24,22,1996-02-05,2017-01-01,20,0.9166666666666666,0.8993055555555555
2017,500095,George Burgess,24,18,1992-04-21,2017-01-01,24,0.75,0.7395833333333334
2017,500086,Adam Reynolds,24,21,1990-07-10,2017-01-01,26,0.875,0.859375
2017,500339,Jack Wighton,24,23,1993-02-04,2017-01-01,23,0.9583333333333334,0.9392361111111112
2017,500687,Junior Paulo,24,23,1993-11-20,2017-01-01,23,0.9583333333333334,0.9392361111111112
2017,500852,Scott Sorensen,24,2,1993-03-16,2017-01-01,23,0.08333333333333333,0.10069444444444443
2017,500992,Kurt Capewell,25,16,1993-07-12,2017-01-01,23,0.64,0.6344
2017,500351,Jeremy Latimore,25,19,1986-12-08,2017-01-01,30,0.76,0.7496
2017,503340,Dylan Edwards,26,16,1996-01-10,2017-01-01,20,0.6153846153846154,0.6109467455621302
2017,500408,Viliame Kikau,26,9,1995-04-05,2017-01-01,21,0.34615384615384615,0.35207100591715973
2017,500601,Kurt Mann,24,23,1993-03-01,2017-01-01,23,0.9583333333333334,0.9392361111111112
2017,500948,Benji Marshall,27,13,1985-02-25,2017-01-01,31,0.48148148148148145,0.48216735253772286
2017,502487,Marcelo Montoya,24,20,1996-02-17,2017-01-01,20,0.8333333333333334,0.8194444444444445
2017,504397,Max King,24,17,1997-05-04,2017-01-01,19,0.7083333333333334,0.6996527777777778
2017,500532,Dallin Watene-Zelezniak,26,24,1995-08-17,2017-01-01,21,0.9230769230769231,0.9068047337278107
2017,502571,Joseph Manu,26,17,1996-06-29,2017-01-01,20,0.6538461538461539,0.6479289940828402
2017,504870,Kalyn Ponga,28,7,1998-03-30,2017-01-01,18,0.25,0.25892857142857145
2017,500140,Shaun Lane,25,9,1994-11-29,2017-01-01,22,0.36,0.36560000000000004
2017,500202,Jackson Hastings,25,11,1996-01-04,2017-01-01,20,0.44,0.4424
2017,500313,Jarrod Croker,24,22,1990-09-11,2017-01-01,26,0.9166666666666666,0.8993055555555555
2017,500845,Valentine Holmes,25,22,1995-07-24,2017-01-01,21,0.88,0.8648
2017,501241,Corey Harawira-Naera,26,22,1995-05-18,2017-01-01,21,0.8461538461538461,0.8328402366863905
2017,500031,David Gower,26,7,1985-09-30,2017-01-01,31,0.2692307692307692,0.2781065088757396
2017,500245,Dale Copley,24,19,1991-07-29,2017-01-01,25,0.7916666666666666,0.7795138888888888
2017,503449,Jacob Liddle,24,13,1996-10-27,2017-01-01,20,0.5416666666666666,0.5399305555555555
2017,500327,Mark Nicholls,27,9,1990-01-05,2017-01-01,26,0.3333333333333333,0.3395061728395061
2017,500901,Tui Kamikamica,27,2,1994-05-18,2017-01-01,22,0.07407407407407407,0.08984910836762687
2017,500023,Kieran Foran,24,17,1990-07-13,2017-01-01,26,0.7083333333333334,0.6996527777777778
2017,500265,Kodi Nikorima,27,19,1994-04-03,2017-01-01,22,0.7037037037037037,0.696159122085048
2017,500696,Peni Terepo,26,7,1991-11-21,2017-01-01,25,0.2692307692307692,0.2781065088757396
2017,501179,Siosiua Taukeiaho,26,17,1992-01-03,2017-01-01,24,0.6538461538461539,0.6479289940828402
2017,500688,Nathan Peats,24,15,1990-10-05,2017-01-01,26,0.625,0.6197916666666666
2017,500406,Corey Jensen,28,18,1994-01-08,2017-01-01,22,0.6428571428571429,0.6377551020408163
2017,504176,Cameron Murray,24,9,1998-01-16,2017-01-01,18,0.375,0.3802083333333333
2017,500267,Joe Ofahengaue,27,16,1995-09-15,2017-01-01,21,0.5925925925925926,0.5891632373113854
2017,500715,Ben Matulino,24,16,1989-01-03,2017-01-01,27,0.6666666666666666,0.6597222222222222
2017,501247,Josh King,24,15,1995-02-12,2017-01-01,21,0.625,0.6197916666666666
2017,501559,Charnze Nicoll-Klokstad,24,7,1995-08-02,2017-01-01,21,0.2916666666666667,0.30034722222222227
2017,500594,Tohu Harris,27,14,1992-01-07,2017-01-01,24,0.5185185185185185,0.5178326474622771
2017,500547,Lachlan Fitzgibbon,24,14,1994-01-05,2017-01-01,22,0.5833333333333334,0.5798611111111112
2017,503528,Jaydn Su'a,27,4,1997-10-23,2017-01-01,19,0.14814814814814814,0.16117969821673522
2017,501781,Lindsay Collins,26,2,1996-04-17,2017-01-01,20,0.07692307692307693,0.09319526627218935
2017,503419,Brandon Smith,27,3,1996-05-31,2017-01-01,20,0.1111111111111111,0.12551440329218108
2017,500352,Josh Mansour,26,15,1990-06-17,2017-01-01,26,0.5769230769230769,0.57396449704142
2017,500636,Mitch Rein,26,5,1990-04-26,2017-01-01,26,0.19230769230769232,0.20414201183431954
2017,505918,Phillip Sami,24,4,1997-08-02,2017-01-01,19,0.16666666666666666,0.18055555555555555
2017,503322,Matthew Eisenhuth,24,11,1992-08-20,2017-01-01,24,0.4583333333333333,0.4600694444444444
2017,503639,Nat Butcher,26,2,1997-07-25,2017-01-01,19,0.07692307692307693,0.09319526627218935
2017,500826,Jahrome Hughes,27,4,1994-10-08,2017-01-01,22,0.14814814814814814,0.16117969821673522
2017,503440,Blake Lawrie,24,6,1997-01-10,2017-01-01,19,0.25,0.2604166666666667
2017,504226,Brad Parker,25,5,1997-02-19,2017-01-01,19,0.2,0.21200000000000002
2017,502532,Alex Twal,24,9,1996-07-03,2017-01-01,20,0.375,0.3802083333333333
2017,502014,Jamayne Isaako,27,1,1996-06-05,2017-01-01,20,0.037037037037037035,0.054183813443072694
2017,503920,Victor Radley,26,4,1998-03-14,2017-01-01,18,0.15384615384615385,0.1671597633136095
